attraction_id,nama,deskripsi,total_review,total_rating,img,longitude,latitude,link_detail,kota,provinsi
305,Plaosan Temple,Ancient Ruins • Points of Interest & Landmarks,673,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/db/ee/62/candi-plaosan.jpg?w=500&h=400&s=1,110.5046772,-7.740780699999998,https://www.tripadvisor.com/Attraction_Review-g294230-d2140054-Reviews-Plaosan_Temple-Yogyakarta_Region_Java.html,Kabupaten Klaten,Jawa Tengah
306,Sewu Temple,Ancient Ruins • Points of Interest & Landmarks,859,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/4b/16/dc/candi-sewu-ini-berlokasi.jpg?w=500&h=400&s=1,110.4929095,-7.7439217,https://www.tripadvisor.com/Attraction_Review-g294230-d2140176-Reviews-Sewu_Temple-Yogyakarta_Region_Java.html,Kabupaten Sleman,Daerah Istimewa Yogyakarta
307,Yogyakarta Palace,Historic Sites • Architectural Buildings,"2,835",3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/ef/62/0e/yogyakarta-sutan-s-palace.jpg?w=500&h=400&s=1,110.3642031,-7.8052845,https://www.tripadvisor.com/Attraction_Review-g14782503-d379335-Reviews-Yogyakarta_Palace-Yogyakarta_Yogyakarta_Region_Java.html,Kota Yogyakarta,Daerah Istimewa Yogyakarta
308,Jomblang Cave,Nature & Wildlife Areas • Caverns & Caves,569,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/fe/d5/d7/heaven-ray-of-light.jpg?w=500&h=400&s=1,110.6383307,-8.0281562,https://www.tripadvisor.com/Attraction_Review-g3398624-d3340615-Reviews-Jomblang_Cave-Semanu_Yogyakarta_Region_Java.html,Kabupaten Gunung Kidul,Daerah Istimewa Yogyakarta
309,Ramayana Ballet at Prambanan,Ballets,785,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/9b/5e/bc/sendra-tari-ramayana.jpg?w=500&h=-1&s=1,110.4914674,-7.752020600000001,https://www.tripadvisor.com/Attraction_Review-g2304080-d7055583-Reviews-Ramayana_Ballet_at_Prambanan-Sleman_Sleman_District_Yogyakarta_Region_Java.html,Kabupaten Sleman,Daerah Istimewa Yogyakarta
310,Ratu Boko Temple,Ancient Ruins • Religious Sites,"1,396",4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1c/0c/34/ratu-boko-wisataku-largejpg.jpg?w=500&h=400&s=1,110.4894158,-7.7705416,https://www.tripadvisor.com/Attraction_Review-g294230-d2140192-Reviews-Ratu_Boko_Temple-Yogyakarta_Region_Java.html,Kabupaten Sleman,Daerah Istimewa Yogyakarta
311,Timang Beach,Beaches,358,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/36/fc/cf/small-island-at-timang.jpg?w=500&h=-1&s=1,110.6624196,-8.1759266,https://www.tripadvisor.com/Attraction_Review-g12956233-d8532165-Reviews-Timang_Beach-Tepus_Yogyakarta_Region_Java.html,Kabupaten Gunung Kidul,Daerah Istimewa Yogyakarta
312,Beringharjo Market,Flea & Street Markets,458,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/86/6e/fd/beringharjo-market.jpg?w=500&h=400&s=1,110.3657371,-7.798812,https://www.tripadvisor.com/Attraction_Review-g294230-d450887-Reviews-Beringharjo_Market-Yogyakarta_Region_Java.html,Kota Yogyakarta,Daerah Istimewa Yogyakarta
313,Ganjuran Church,Churches & Cathedrals,187,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/0c/7a/4e/the-exterior-of-the-ganjuran.jpg?w=500&h=-1&s=1,110.319129,-7.926458200000001,https://www.tripadvisor.com/Attraction_Review-g2304084-d7393510-Reviews-Ganjuran_Church-Bantul_Yogyakarta_Region_Java.html,Kabupaten Bantul,Daerah Istimewa Yogyakarta
314,Pindul Cave,Caverns & Caves,662,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/c0/60/56/in-the-cave.jpg?w=500&h=400&s=1,110.6469685,-7.933277100000001,https://www.tripadvisor.com/Attraction_Review-g294230-d3874301-Reviews-Pindul_Cave-Yogyakarta_Region_Java.html,Kabupaten Gunung Kidul,Daerah Istimewa Yogyakarta
315,Kalibiru National Park,National Parks • Parks,643,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/c6/46/9b/kareeeeen-hijau-dan-tenang.jpg?w=500&h=400&s=1,,,https://www.tripadvisor.com/Attraction_Review-g2304082-d7312838-Reviews-Kalibiru_National_Park-Kulon_Progo_Yogyakarta_Region_Java.html,,
316,Plaza Ambarrukmo,Shopping Malls,250,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/0b/42/8a/event-jogja-fashion-festival.jpg?w=500&h=400&s=1,110.4010956,-7.7825776,https://www.tripadvisor.com/Attraction_Review-g294230-d3291977-Reviews-Plaza_Ambarrukmo-Yogyakarta_Region_Java.html,Kabupaten Sleman,Daerah Istimewa Yogyakarta
317,Taman Pintar Science Park,Amusement & Theme Parks,469,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/26/db/d6/taman-pintar-yogyakarta.jpg?w=500&h=-1&s=1,110.3676551,-7.800671500000001,https://www.tripadvisor.com/Attraction_Review-g14782503-d3513937-Reviews-Taman_Pintar_Science_Park-Yogyakarta_Yogyakarta_Region_Java.html,Kota Yogyakarta,Daerah Istimewa Yogyakarta
318,Pinus Pengger Nature Tourism,Nature & Wildlife Areas • Forests,163,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c4/d3/19/la-famosa-mano-de-pinus.jpg?w=500&h=-1&s=1,110.4595144,-7.871204100000001,https://www.tripadvisor.com/Attraction_Review-g2304084-d12002655-Reviews-Pinus_Pengger_Nature_Tourism-Bantul_Yogyakarta_Region_Java.html,Kabupaten Bantul,Daerah Istimewa Yogyakarta
319,Yogyakarta Fortress Museum,Speciality Museums • Historic Sites,420,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/a7/7f/c5/museum-benteng-vredeburg.jpg?w=500&h=-1&s=1,110.3661642,-7.800293000000001,https://www.tripadvisor.com/Attraction_Review-g294230-d3618796-Reviews-Yogyakarta_Fortress_Museum-Yogyakarta_Region_Java.html,Kota Yogyakarta,Daerah Istimewa Yogyakarta
320,Affandi Museum,Art Museums,281,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/b8/bb/11/affandi-museum.jpg?w=500&h=-1&s=1,110.396397,-7.782712999999998,https://www.tripadvisor.com/Attraction_Review-g5074492-d3618829-Reviews-Affandi_Museum-Depok_Sleman_District_Yogyakarta_Region_Java.html,Kabupaten Sleman,Daerah Istimewa Yogyakarta
321,Jogja City Mall,Shopping Malls,243,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/56/3d/80/jcm.jpg?w=500&h=-1&s=1,110.3609091,-7.7532424,https://www.tripadvisor.com/Attraction_Review-g294230-d6692265-Reviews-Jogja_City_Mall-Yogyakarta_Region_Java.html,Kabupaten Sleman,Daerah Istimewa Yogyakarta
322,The Sambisari Temple,Ancient Ruins • Points of Interest & Landmarks,292,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/f1/bd/81/candi-sambisari.jpg?w=500&h=400&s=1,110.4470374,-7.762491,https://www.tripadvisor.com/Attraction_Review-g294230-d2139955-Reviews-The_Sambisari_Temple-Yogyakarta_Region_Java.html,Kabupaten Sleman,Daerah Istimewa Yogyakarta
323,Ijo Temple,Ancient Ruins • Points of Interest & Landmarks,291,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/bb/ad/55/ijo-temple.jpg?w=500&h=400&s=1,110.5118835,-7.783827,https://www.tripadvisor.com/Attraction_Review-g294230-d4351915-Reviews-Ijo_Temple-Yogyakarta_Region_Java.html,Kabupaten Sleman,Daerah Istimewa Yogyakarta
324,Yogyakarta Monument,Monuments & Statues,383,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/bf/47/61/yogyakarta-monument.jpg?w=500&h=-1&s=1,110.3670757,-7.7829218,https://www.tripadvisor.com/Attraction_Review-g14782503-d8685882-Reviews-Yogyakarta_Monument-Yogyakarta_Yogyakarta_Region_Java.html,Kota Yogyakarta,Daerah Istimewa Yogyakarta
325,Southern City Square,Points of Interest & Landmarks,361,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/4f/ba/cd/photo0jpg.jpg?w=500&h=-1&s=1,,,https://www.tripadvisor.com/Attraction_Review-g294230-d6600984-Reviews-Southern_City_Square-Yogyakarta_Region_Java.html,,
326,Sonobudoyo Museum,Speciality Museums,195,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/b5/5d/87/photo0jpg.jpg?w=500&h=-1&s=1,110.3643835,-7.802299499999999,https://www.tripadvisor.com/Attraction_Review-g294230-d4131228-Reviews-Sonobudoyo_Museum-Yogyakarta_Region_Java.html,Kota Yogyakarta,Daerah Istimewa Yogyakarta
327,Pendhapa Art Space,Art Galleries,65,5.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/95/69/43/photo0jpg.jpg?w=500&h=400&s=1,110.3574046,-7.828527299999998,https://www.tripadvisor.com/Attraction_Review-g2304084-d10298176-Reviews-Pendhapa_Art_Space-Bantul_Yogyakarta_Region_Java.html,Kabupaten Bantul,Daerah Istimewa Yogyakarta
328,Imogiri Kings Cemetery,Cemeteries,132,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/36/0c/6d/imogiri-royal-cemetery.jpg?w=500&h=-1&s=1,110.385101,-7.920103999999999,https://www.tripadvisor.com/Attraction_Review-g294230-d447077-Reviews-Imogiri_Kings_Cemetery-Yogyakarta_Region_Java.html,Kabupaten Bantul,Daerah Istimewa Yogyakarta
329,Gembira Loka Zoo,Zoos,413,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ae/6a/86/berfoto-bersama-burung.jpg?w=500&h=-1&s=1,110.3957765,-7.807721499999999,https://www.tripadvisor.com/Attraction_Review-g294230-d3949047-Reviews-Gembira_Loka_Zoo-Yogyakarta_Region_Java.html,Kota Yogyakarta,Daerah Istimewa Yogyakarta
330,Jogja Bay Waterpark,Water Parks,230,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/df/e7/3f/memo-racer.jpg?w=500&h=400&s=1,110.418878,-7.7488047,https://www.tripadvisor.com/Attraction_Review-g294230-d9600871-Reviews-Jogja_Bay_Waterpark-Yogyakarta_Region_Java.html,Kabupaten Sleman,Daerah Istimewa Yogyakarta
